Client;Secteur1;Secteur2;SecteurParticulier;NbSalaries;CapaciteEmprunt;PrevisionnelAnnuel;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30
C404858;;;;1;10000;[20200];570,59;104,33;470,13;90,51;2771,58;114,41;918,1;36,42;42,69;0;0;286,49;24,71;0;0;12,37;0;63,43;0;171,52;0;1244,71;1036,45;132,5;0;0;275,28;634,74;8,05;0
C404864;1;;;2;20000;[84800];0;0;8556,05;0;0;0;1828,78;0;128,09;0;0;-27,79;0;0;0;30307,34;0;295,63;0;0;3087,75;0;1419,96;141,52;0;570,96;0;1571,6;0;0
C404871;;;;8;9000;[161600];0;0;119,39;0;0;5337,57;293,18;0;124,43;0;0;39,61;15169,32;0;0;294,12;0;0;0;150,88;0;0;0;60,39;0;154,42;0;15,15;0;0
C404872;;;;0;3000;[0];89,55;0;0;0;0;0;2,85;74,8;-22,57;0;0;0;0;0;0;0;0;104,01;0;0;0;0;0;0;0;-6,22;0;0;0;0
C404876;;;;0;10000;[0];0;0;0;0;0;0;373,51;0;0;0;0;27,52;0;0;0;0;0;0;0;0;0;-186,86;0;0;0;-5,86;0;0;0;0
C404882;1;;;1;10000;[42400];0;0;634,67;0;0;95,4;212,2;0;48,8;0;0;112,47;0;0;0;699,95;0;9,19;960,75;0;203,5;0;0;160,72;0;61;0;0;0;0
C404886;;;;0;10000;[0];0;0;0;0;0;1961,34;0;0;0;0;0;0;235,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C404887;;;;4;10000;[70000];0;0;0;0;0;66,93;0;0;0;0;0;0;133,86;0;0;0;0;0;0;7,06;0;0;0;0;0;0;0;0;4899,26;0
C404893;;1;;0;10000;[0];0;0;0;18,45;59,29;0;0;0;0;0;0;440,27;0;0;0;0;0;0;0;0;0;323,17;0;3,37;0;0;0;0;0;0
C404898;;;;0;10000;[0];0;0;128,1;5260,22;18154,7;0;0;0;0;0;0;4103,24;0;0;0;0;0;0;0;0;0;5963,36;546,78;0;0;0;0;0;0;0
C404905;;1;;1;10000;[22400];50,44;1450;3310,77;297,22;2534,83;2746,21;852,22;0;108,57;0;0;5920,98;0;0;0;2917,53;0;50,95;424,15;0;1188,37;1183,52;7885,56;1,05;0;164,74;0;91,89;0;0
C404908;;;;4;15000;[80800];2680,66;0;1159,61;20,61;0;22751,36;3018,05;103,84;97,22;0;45,82;1297,32;22210,43;14,66;0;477,22;0;110,32;3371,35;1846,8;136,85;0;957,88;2144,59;0;113,22;0;52,36;0;264,19
C404909;;;;0;10000;[0];0;0;0;0;0;585,11;203,74;0;0;0;0;0;9,41;0;0;0;0;0;20,06;470,33;0;0;0;126,59;0;-20,74;0;10,96;0;16,78
C404910;;;;2;10000;[35000];7789,3;1645,83;317,89;518,39;0;1764,94;1180,4;1694,46;61,6;0;619,14;151,46;191,47;1712,29;0;0;0;145,06;247,42;5407,61;146,61;0;0;1005,62;79,34;-17,08;0;259,43;0;375,19
C404914;;1;;0;5000;[0];43,11;0;1713,62;1259,94;814,36;90,41;69,99;3,13;0;0;139,2;5907,76;33,64;0;0;1917,39;0;39,09;0;140,48;3460,46;0;3943,25;3096,73;0;82,23;0;387,4;0;0
C404927;;;;0;10000;[0];0;18,15;0;0;0;0;0;324,6;0;0;0;0;0;0;0;0;0;0;0;26,86;0;0;0;0;0;0;0;0;0;0
C404930;;;;1;25000;[17500];0;0;0;0;96441,28;0;4777,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156,68;103584,73;0;0;0;0;4886,83;0;0
C404931;;;;0;0;[0];14,69;1260,02;0;0;0;0;0;47,13;0;0;0;0;0;0;197,25;0;0;0;0;674,42;0;0;0;0;0;-82,96;0;0;0;0
C404934;;1;;0;10000;[0];0;782,66;258,76;0;0;0;0;89,67;0;0;381,42;0;0;1499,55;0;0;0;0;0;0;253,82;0;0;0;0;0;0;0;49,39;25,32
C404935;;;;0;10000;[0];0;0;724,79;0;0;0;0;0;0;0;0;0;0;0;0;2894,58;0;0;13,77;10,97;1372,61;0;0;0,73;0;0;0;0;0;0
C404937;;;;1;10000;[17500];29,08;575,2;0;5,61;0;0;55,41;0;0;0;0;357,44;0;193,8;0;17,06;0;10,66;0;0;915;0;0;11,98;0;0;0;0;0;0
C404939;;;;0;10000;[0];20,77;11,51;29,88;0;0;17,66;39,4;224,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,78
C404940;;;;5;5000;[101000];70,21;0;77;0;0;16344,93;625,88;562,64;0;0;0;0;15407,12;0;0;71,04;0;33,76;0;0;0;0;0;345,31;0;0;0;0;0;0
C404947;;;;2;0;[40000];0;0;218,13;0;0;0;13,29;0;0;0;0;0;0;0;0;138,92;0;4,99;0;0;0;0;0;4,06;0;0;0;6,27;2,16;44,53
C404952;;;;0;10000;[0];803;0;0;0;0;0;0;0;5,66;0;0;0;0;0;0;0;0;6,93;0;38,72;0;0;0;0;0;0;0;0;0;0
C404953;;;;0;5000;[0];0;605,44;0;0;0;0;0;7,76;-6,22;0;366,52;0;0;0;0;0;0;10;0;36,3;0;0;0;0;0;0;0;0;0;347,11
C404974;;;;1;10000;[20200];139,46;0;0;0;0;3910,99;367,46;0;0;0;14,85;0;10537,69;0;0;721,95;0;92,89;0;78,19;37,31;4481,67;0;457,51;0;0;0;70,13;0;0
C404975;;1;;1;10000;[22400];0;0;947,29;0;8501,39;0;0;0;68,31;0;0;61,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C404976;;;;3;10000;[60600];1021,39;0;386,86;0;0;1209,95;2347,81;98,26;48,8;0;0;0;2903,72;0;0;640,72;0;0;0;70,15;51,98;0;0;0;0;0;0;0;0;0
C404991;;1;;0;10000;[0];0;0;0;0;0;0;253,21;0;0;0;0;0;0;0;0;0;0;42,63;0;0;0;0;0;0;0;0;0;79,35;0;0
C404995;;;;0;5000;[0];0;0;0;0;0;1058,69;4,82;0;-6,22;0;0;0;383,21;0;0;0;0;0;0;0;0;0;0;38,26;0;0;0;4,47;11330,71;0
C405002;;;;0;10000;[0];72,18;0;0;0;0;0;8,75;0;0;0;0;0;0;0;0;0;0;0;0;222,72;0;0;0;12,48;0;0;0;0;0;0
C405003;;;;4;1000;[80800];0;0;0;0;0;5848,45;0;0;0;0;0;13,88;6538,61;0;0;0;0;0;0;0;0;0;0;67,62;0;57,58;0;0;0;0
C405006;;;;1;10000;[17500];0;0;52,7;1013,95;0;3290,98;79,8;0;6,09;0;11,94;224,43;1067,1;0;0;0;0;9,31;31,13;0;0;0;0;256,2;0;6,59;0;29,38;184;0
C405010;;;;1;10000;[26600];0;0;242,04;0;0;61;0;0;0;0;0;0;0;0;0;46,3;0;24,2;0;0;478,29;0;0;160,86;0;0;0;28,66;0;216,49
C405011;;;;0;10000;[0];0;0;164,17;0;0;0;457,75;0;12,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,09;0;0
C405020;;;;3;10000;[60000];127,41;128,3;8078,83;85,86;0;1463,53;515,64;659,18;0;0;84,36;112,44;0;222,86;0;458,89;0;44,1;0;25,83;6058,75;0;54,45;0;0;0;0;317,24;3544,83;456,65
C405027;;;;1;10000;[17500];0;0;0;0;0;0;121,56;0;0;0;0;165,59;0;0;0;0;0;0;0;0;0;0;0;380,93;0;0;0;0;0;0
C405028;;;;3;10000;[60000];140,66;69,76;206,76;8,77;0;78,81;263,33;0;0;0;0;2018,56;0;0;0;11356,99;0;93,51;0;178,35;5789,58;0;0;365,49;0;101,87;0;119,55;0;0
C405029;;;;2;5000;[40400];572,52;0;587,07;547,77;0;7294;1079,29;0;30,99;0;0;0;113,13;0;0;18,2;0;21,96;0;258,46;113,37;0;0;48,1;0;0;0;0;0;0
C405032;;1;;0;10000;[0];0;0;561,64;0;336,57;567,71;0;0;0;0;0;0;0;0;0;2137,39;0;50,61;0;0;1796,16;0;0;108,58;0;85,89;0;0;0;0
C405033;;;;50;5000;[1.01e+006];0;0;0;0;0;5091,33;6,15;0;365,27;0;0;0;3946,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405034;;;;5;10000;[87500];89284,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65452,13;0;0;0;0;0;-37,33;0;0;0;0
C405039;;;;4;10000;[70000];0;0;0;0;0;1403,49;0;0;24,4;0;0;0;1769,82;0;0;0;0;0;0;0;0;0;0;0;0;48,8;0;147,18;0;0
C405043;;;;1;5000;[17500];5,78;0;0;0;0;0;4,12;0;0;0;31,33;0;0;0;0;0;0;0;7,99;65,28;0;0;0;0;0;0;0;0;0;0
C405044;;;;2;5000;[35000];3893,79;0;0;0;0;0;45,08;0;0;0;0;25,91;0;0;0;1327,49;0;71,3;0;4881,06;0;0;0;0;0;1450,9;0;0;0;288,71
C405049;;;;1;10000;[20000];821,59;1834,49;5011,72;8926,66;3240,73;8186,71;391,95;293,36;358,06;0;0;6296,86;2917,13;1088,8;0;12,61;0;9,74;454,74;1293,87;835,94;0;0;3,46;0;269,62;0;136,49;0;345,5
C405051;;;;0;10000;[0];872,67;0;1954,67;1987;5120,36;700,69;623,99;79,11;0;0;0;610,04;0;0;0;1566,55;0;0;673,21;26,84;977,89;9116,19;0;599,74;0;30,65;0;0;0;213,74
C405053;;;;4;20000;[70000];72698,86;2150,21;241,44;468,72;541,86;226,95;1041,63;526,09;7841,19;0;2768,72;1095,34;490,94;11989,46;0;19,31;0;407,35;2105,46;80370,48;603,57;0;0;482;0;2790,82;0;46,57;0;405,04
C405054;;;;1;500;[20000];0;0;0;0;0;0;82,74;0;0;0;0;0;0;0;0;181,9;0;205,45;0;0;0;0;0;0;0;0;0;0;0;0
C405055;;;;0;10000;[0];70012,33;20,75;9147,97;28,18;0;5828,22;865,39;1118,27;3585,6;0;814,89;0;2394,97;0;0;236,22;0;8,05;395,07;44068,3;10217,21;0;0;408,63;0;2013;0;97,15;0;1549,05
C405056;1;;;16;80000;[678400];106,19;0;174645,56;1618,49;893,23;487,81;5612,66;0;995,18;0;0;2224,17;0;0;0;119637,24;0;215,03;0;12,53;65508,25;148,07;770,69;4808,47;0;687,59;0;284,81;0;0
C405062;;1;;1;10000;[22400];0;0;176,08;1054,15;8812,2;0;863,58;0;0;0;0;149,97;0;0;0;0;0;78,08;0;0;0;5848,07;104,63;413,58;0;73,02;0;239,27;0;0
C405066;;;;80;10000;[1.4e+006];0;18,75;1175,4;0;289,13;3157,3;776,13;311,83;0;0;0;0;8287,46;0;0;247,95;0;184,44;0;0;216,31;0;190,32;126,72;0;0;0;17,23;0;0
C405072;;;;0;10000;[0];0;0;0;0;0;76,67;0;0;-6,22;0;0;0;0;0;0;0;0;0;0;28,79;0;0;0;0;0;0;0;0;0;74,98
C405079;;;;1;6000;[28500];29681,8;0;0;0;0;0;11,44;0;742,48;0;0;0;0;0;0;0;0;0;0;40594,4;0;0;0;39;0;1458,14;0;0;0;0
C405090;;;;0;15000;[0];58639,97;0;0;0;0;0;0;357,52;2815,07;0;700,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405091;;;;0;5000;[0];448,35;0;0;0;0;0;0;1721,05;57,34;0;1798,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,52;0;0;0;183,06
C405094;;;;49;1;[857500];40601,82;0;0;0;0;0;328,29;15981,17;7269,8;0;1065,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67,1;0;0;0;93,57
C405095;;;;0;25000;[0];56459,49;0;0;0;0;0;0;27,04;9292,95;0;2706,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,3;0;0;0;521,98
C405101;;;;0;10000;[0];0;0;0;0;0;0;0;1013,05;0;0;27,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405107;;;;0;10000;[0];0;0;0;0;154,53;479,12;0;0;0;0;93,84;0;0;0;0;0;0;4,71;0;306,2;75,21;64,17;0;0;0;0;0;0;0;377,11
C405113;;;;15;15000;[262500];273,95;12,24;-69,57;0;0;13,04;107,87;0;0;0;0;1963,77;0;11,54;0;5106,87;0;19,52;0;6,51;9284,25;0;0;6,95;0;656,36;0;175,86;0;0
C405119;;;;3;40000;[52500];889,07;0;211,67;337,23;8063,95;152883,88;714,1;0;-27,72;0;0;669,63;34906,18;0;388,18;102,22;0;311,17;2453,54;87,21;0;1468,53;2116,57;962,74;57,94;18,3;0;0;72009,3;0
C405123;;;;4;7500;[70000];496,51;0;0;0;0;253,7;319,64;0;0,88;0;60,39;0;0;0;0;0;0;0;272,45;202,72;0;0;0;243,39;0;0;0;0;0;375,26
C405125;;;;3;10000;[52500];5589,5;112,05;12724,2;297,85;0;91,86;2814,96;39,18;0;0;112,53;35,53;2308,72;6,95;0;13928,14;0;844,47;0;7099,29;1080,99;0;0;1909,87;621,15;0;0;694,38;0;20,84
C405128;1;;;10;10000;[424000];0;0;726,4;0;1387,81;0;14,89;0;0;0;0;0;0;0;0;2086,05;0;0;0;0;425,54;0;6939,56;0;0;0;0;5,5;0;0
C405134;;;;6;10000;[105000];0;0;0;12249,29;0;0;11,46;0;0;0;0;5391,84;0;0;0;0;0;0;0;12,08;0;0;0;0;0;0;0;6,6;0;0
C405137;1;;;10;7500;[424000];0;0;206,99;0;0;0;1371,96;0;0;0;0;0;0;0;0;0;0;0;0;0;241,97;0;0;0;0;0;0;0;0;0
C405142;;;;2;10000;[35000];9,17;0;6505,51;2453,32;4210,37;0;2013,3;0;38,55;0;0;3639,02;0;0;0;8031,02;0;53,08;0;0;4799,59;122;7170,39;574,22;0;104,31;26,21;1445,66;0;0
C405144;;;;2;10000;[21200];204,21;482,42;3136,82;0;0;224,22;202,57;0;0;0;0;131,35;479,86;40,19;0;592,71;0;4,07;0;872,01;671,32;0;63,96;11,39;0;9,93;0;57,38;0;0
C405154;;;;0;10000;[0];0;8,46;0;0;0;0;45,76;0;0;0;16,1;0;0;0;0;12,85;0;3,53;0;0;0;0;0;15,45;0;0;0;67,09;45,18;0
C405160;;;;1;10000;[20000];0;0;0;465,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,66;112,65;0;0;0;0;0;0;0;0;34,44
C405161;;1;;2;10000;[44800];0;0;3530,1;19252,06;1501,7;0;1456,51;0;488,33;0;0;5279,16;0;0;0;315,43;0;152,6;0;0;1146,14;5457,5;400,87;308,78;0;361,11;32,94;474,49;0;0
C405162;;;;38;10000;[760000];89,46;0;0;0;0;9315,8;208,73;3797,24;26,83;0;0;0;0;0;8955,93;0;0;0;0;43,88;0;0;0;266,45;0;64,66;0;0;464,82;0
C405168;;;;2;10000;[35000];0;0;0;0;2708,79;0;0;264,37;-82,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271,28;0;0;0;1767,3
C405173;;;;1;10000;[20000];315,31;0;0;0;0;0;0;0;34,16;0;0;0;0;0;0;0;0;0;0;0;2938,44;0;0;0;0;85,4;0;0;0;0
C405174;;;;0;10000;[0];77,44;0;0;0;0;117,73;0;0;0;0;0;0;0;0;0;0;0;0;0;265,72;0;0;0;0;0;0;0;0;0;0
C405175;;;;1;500;[26600];24,83;0;518,61;45,17;0;5855,97;622,78;0;146,39;0;0;2499,46;10166,31;0;0;430,1;0;27,34;0;115,66;0;0;0;229,03;0;0;0;22,94;11438,7;0
C405178;;1;;2;10000;[44800];2308,61;3710,16;341,2;144,96;1688,46;29,69;304,13;40,73;299,51;0;27,22;0;52,06;0;0;88,78;0;5,43;0;21,29;0;0;0;170,6;0;0;0;10,69;202,45;16,64
C405188;;1;;2;10000;[44800];0;0;0;6542,48;584,29;0;40,01;0;177,02;0;0;2929,43;0;0;0;0;0;0;0;0;0;4746,53;1394,63;0;0;25,44;0;0;0;0
C405192;;;;0;5000;[0];12,54;0;0;0;0;615,95;0;0;0;0;0;0;117,24;0;0;0;0;0;465,06;35,94;0;0;0;0;0;0;0;0;0;0
C405198;1;;;5;10000;[212000];0;0;925,13;0;0;0;134,87;0;0;0;0;0;0;0;0;1676,34;0;0;0;0;0;0;0;93,17;0;0;0;0;0;0
C405199;1;;;2;20000;[84800];0;0;12821,46;835,77;502,25;0;276,26;55,5;79,29;0;0;354,07;0;0;0;8827,77;0;98,77;0;0;7285,62;0;0;143,2;0;79,3;0;0;0;0
C405206;;;;0;10000;[0];0;0;0;3553,6;0;0;0;0;29,28;0;0;2211,03;0;0;0;1940,09;0;4,45;0;0;126,82;0;0;28,05;0;77,54;0;46,48;0;0
C405215;;;;0;10000;[0];15855,33;4656,67;126,87;1069,32;0;8637,86;861,12;510,96;1668,86;0;115,34;124,27;78,73;120,88;0;0;0;17,49;8143,78;6763,2;0;0;0;270,38;0;853,34;0;8,38;82,85;659,23
C405221;;;;0;10000;[0];762,19;0;0;0;0;0;0;0;-6,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,18;0;-6,22;0;0;0;0
C405225;;;;5;5000;[53000];579,4;0;1780,86;527,33;2931,43;187,03;260,7;0;67,09;0;0;0;16,65;0;0;8628,36;0;79,61;0;327,24;4954,24;5003,16;1957,23;1496,53;0;124,73;0;17,91;0;0
C405226;;;;2;5000;[35000];52655,49;12638,67;0;1267,8;25883,61;6538,87;683,28;0;2466,66;0;0;1891,68;360,45;28692,75;0;0;0;0;0;69285,79;4325,49;0;13047,85;21,84;0;1947,75;0;220,83;0;0
C405228;;;;1;5000;[10600];1029,35;0;342,5;59,91;0;126,47;17,52;70,49;3,66;0;21,85;0;19,51;0;0;0;0;0;0;955,76;0;0;0;0;0;24,4;0;0;0;0
C405231;;;;1;10000;[26600];0;0;0;0;0;0;133,32;173,24;565,1;0;23,61;22,16;0;349,98;0;23,84;0;24,5;0;0;0;0;0;44,86;0;612,94;0;76,54;0;0
C405238;;;;2;20000;[35000];4878,46;11,87;0;73,2;0;501,89;116,25;1588,79;101,47;0;971,99;193,15;1229,44;0;0;85,1;0;24,81;0;6796,4;4,72;114,83;0;591,83;0;81,01;0;105,84;0;727,34
C405240;;;;1;5000;[26600];0;0;0;0;0;0;58,81;106,99;0;0;0;0;0;0;0;0;0;0;0;15,08;0;0;0;30,77;0;0;0;0;0;0
C405243;;;;0;10000;[0];519;43,68;0;0;0;409,63;0;48,14;36,6;0;0;0;0;0;0;0;0;0;0;110,35;712,55;0;0;0;0;12,2;0;2,32;0;0
C405246;;;;0;10000;[0];245,93;0;0;28;0;0;13,75;0;24,4;0;8,44;0;0;0;0;0;0;15,57;0;545,91;0;0;0;21,36;0;0;0;0;0;0
C405248;;;;1;3000;[17500];802,14;0;3,83;0;0;69,81;47,21;485,45;120,78;0;138,14;0;0;18;0;10,94;0;85,8;0;613,79;0;0;0;146,12;0;-6,22;0;0;0;351,36
C405257;;;;1;10000;[20000];2657,34;0;38,1;0;0;0;16,68;437,78;78,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-248,27;0;0;0;0
C405258;;;;0;12000;[0];1299,36;0;0;66,23;0;0;0;883,2;292,81;0;2,34;0;0;4,03;0;0;0;0;0;0;0;0;0;0;0;0;0;4,15;0;0
C405259;;;;0;10000;[0];0;0;0;43,02;0;0;0;0;0;0;0;0;0;0;0;3,83;0;0;0;33,06;34,6;0;0;0;0;0;0;0;0;0
C405260;;1;;0;10000;[0];0;0;0;32,78;0;208,38;0;0;0;0;0;246,49;0;0;0;0;0;0;0;0;35,69;0;0;0;0;0;0;0;0;0
C405261;;;;1;5000;[17500];0;6,68;0;0;0;0;0;0;0;0;0;318,64;2369,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405263;;;;8;20000;[140000];83590,62;0;1589,08;8526,48;0;4409,85;2450,39;1912,67;11661,95;0;0;868,7;0;0;0;5456,17;0;137,07;0;75648,74;4744,36;0;230,92;1704,75;0;7487,52;0;-543,72;0;198,25
C405268;;;;22;5000;[440000];185,54;0;0;0;0;36,6;0;0;0;0;63,54;56,88;0;17,89;0;300,02;0;0;0;6124,19;0;0;0;13,26;0;-44,62;0;0;0;0
C405283;;;;0;10000;[0];298,3;568,62;0;21,73;0;140,69;109,98;594,42;39,04;0;0;0;0;0;0;50,39;0;0;22,53;546,99;42,27;0;0;50,22;0;0;0;0;0;271,04
C405285;;;;1;10000;[17500];0;0;0;0;0;0;0;1758,05;0;0;1185,57;0;0;0;0;0;0;0;0;82,96;0;0;0;0;0;0;0;0;0;0
C405292;;;;29;4000;[507500];0;0;0;0;0;0;18,36;0;0;0;3,59;456,71;0;0;0;0;0;4,27;0;248,73;0;0;0;110,91;0;4,68;0;9,53;0;0
C405295;;;;5;15000;[87500];43517,69;2715,94;702,22;3203,59;0;2349,16;748,06;211,24;111,14;0;272,62;2367,53;2209,64;939,42;0;13,91;0;67,45;2943,35;40826,06;831,41;0;0;5207,72;614,67;1285,68;0;113,34;0;85,22
C405296;;1;;1;20000;[22400];162,87;56,82;2642,68;9592,55;17091,25;252,97;570,03;0;0;0;0;10175,36;7,84;-75,09;0;146,72;0;44,21;811,17;598,14;0;41445,58;4138;354,34;0;0;0;143,72;0;1920,52
C405297;;;;0;10000;[0];0;0;124,16;0;0;0;12,07;0;0;0;0;0;0;0;0;0;0;0;0;0;480,19;0;0;0;0;88,39;0;0;0;0
C405302;;;;0;3000;[0];191,16;0;0;0;0;88,14;45,56;30,63;47,58;0;13,36;0;0;0;0;0;0;154,39;0;41,83;0;0;0;42,26;0;0;0;0;0;34,23
C405305;;;;2;8000;[40000];4448,9;149,72;0;0;0;390,91;383,09;32053,85;-558,84;0;27022,84;27,18;0;357,44;0;17,57;0;100,3;147,74;5854,27;0;0;0;322,71;0;348,94;0;17,04;0;13003,44
C405314;;;;4;10000;[80000];4099,85;192,74;0;1276,91;336,68;27395;2393,56;120,75;197,24;0;0;1109,22;323,82;1827,07;0;0;0;0;15756,5;2977,95;0;0;0;131,06;904,46;48,19;0;43,24;0;126,88
C405317;;;1;0;0;[0];0;0;17,62;0;0;0;263,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563,64;0;0
C405321;;;;0;10000;[0];556,94;0;38,63;0;0;23,63;26,91;348,41;85,09;0;306,98;0;0;0;0;0;0;0;0;172,59;0;0;0;0;0;0;0;0;0;0
C405325;;;;3;10000;[60000];0;0;0;1187,16;4948,62;0;14,05;0;201,16;0;0;0;0;0;0;0;0;0;0;0;0;7329,81;0;0;0;25,99;0;0;0;0
C405326;;1;;3;10000;[67200];19,44;0;414,88;2869,39;432,11;0;8907,54;0;0;0;0;5655,44;0;283,89;0;57,88;0;571,57;1609,68;0;0;17443,34;117,02;3760,31;0;3,66;25,5;1914,29;0;0
C405327;;1;;2;10000;[44800];0;0;1682,31;27396,47;7718,32;1384,68;0;0;943,43;0;0;13033,25;0;0;0;165,7;0;105,08;0;0;5101,42;19951,94;2599,5;36,36;0;434,32;0;129,21;0;0
C405334;;;;2;20000;[35000];14653,5;5072,14;2607,66;522,31;3736,82;13395,83;426,54;194,17;-82,31;0;230,02;4090,95;3503,12;12080,67;0;0;0;16,37;5222,04;32601,91;1054,52;4330,48;0;671,01;41,69;-202,83;0;82,34;456,77;714,66
C405335;1;;;1;5000;[42400];709,84;0;140,67;0;1381,57;0;44,87;0;48,8;0;0;1177,01;0;0;0;4097,78;0;0;0;1001,94;1952,57;0;0;861,22;0;97,6;0;85,4;0;0
C405336;;;;50;20000;[875000];0;95431,23;0;0;0;0;0;0;184,44;0;0;0;0;44085,97;0;0;0;0;-30,94;-284,31;0;0;0;12,4;0;166,66;0;0;0;0
C405337;;;;9;15000;[157500];14544,25;64,49;166,93;17,1;0;11442,11;2920,84;32,83;4071,44;0;94,76;1474,69;11314,79;11392,38;0;96,99;0;1233,16;36,05;14296,42;0;0;0;2808,6;0;901,32;0;160,41;946,76;231,71
C405347;;;;0;10000;[0];76,26;0;130,48;0;0;0;52,25;115,68;0;0;0;0;0;0;0;597,74;0;23,55;0;28,3;50,7;0;143,98;142,29;0;0;0;170,87;0;32,37
C405366;;;;0;4000;[0];164,6;0;0;26,74;0;0;175,53;0;0;0;0;232,12;0;0;0;0;0;0;5,5;415,76;0;0;0;39,31;0;18,18;0;0;0;37,82
C405369;;;;2;10000;[35000];6852,07;0;0;34,35;0;0;349,46;780,96;202,52;0;0;0;0;0;0;0;0;0;0;138,35;0;0;0;0;0;48,8;0;0;0;0
C405370;;;;5;10000;[87500];0;0;4030,65;0;3683,86;191,91;2,46;0;157,07;0;0;0;25,53;0;0;65,51;0;0;0;0;0;0;4154,88;14,64;0;103,7;0;0;0;0
C405372;;1;;0;5000;[0];0;0;51,21;63,74;5170,17;0;0;0;0;0;0;160,6;0;0;0;18,3;0;0;0;0;37,65;4563,24;1351,03;72,47;0;0;0;0;0;0
C405373;;;;1;137000;[20000];68854,11;1,69;199,5;0;0;0;642,05;29,51;10912,28;0;0;225,69;0;0;0;0;0;129,89;0;9020,27;915,79;0;0;349,97;0;425,17;0;0;0;154,71
C405376;;;;0;10000;[0];0;0;81,54;0;0;0;9,18;0;0;0;0;47,96;0;0;0;0;0;36,05;0;0;142,7;0;0;0;0;0;0;0;0;0
C405381;;;;2;10000;[35000];0;1161,67;28;197,64;0;0;0;0;0;0;0;0;0;0;0;10,65;0;0;0;44,38;0;0;0;0;0;0;0;0;0;0
C405382;;1;;1;30000;[22400];333,43;335,48;47,2;864,93;87388,71;0;268,11;0;-15,17;0;0;795,96;0;0;0;0;0;0;0;0;111,96;44186,59;1062,49;0;0;0;0;207,89;0;0
C405384;;1;;0;500;[0];609,17;42,59;0;196,76;0;0;229,05;0;19,52;0;0;0;0;0;0;0;0;0;0;69,42;0;0;0;180,73;0;0;0;6,8;0;0
C405385;;;;1;10000;[17500];-21,81;70,63;74,58;7,09;0;24,01;1240,15;15,15;0;0;0;384,15;51,06;75,77;0;427,54;0;763,7;0;587,54;55,47;0;386,25;407,14;0;73,2;12,91;236,11;3,06;0
C405393;;;;0;10000;[0];2102,03;0;0;0;0;0;0;69,95;14,48;0;0;0;0;0;0;0;0;0;0;33,55;0;0;0;0;0;0;0;0;0;0
C405403;;;;40;10000;[700000];1900,21;516,74;487,74;652,39;0;87,18;1121,48;212,06;55,44;0;64,2;1308,99;139,15;568,32;0;2246,56;0;728,66;306,88;15468,98;-10,94;0;55,75;1004,74;0;415,67;0;65,29;0;24,67
C405407;;1;;2;10000;[44800];0;0;0;1536,19;0;0;0;0;0;0;0;490,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C405411;1;;;0;5000;[0];1057,3;0;543,52;3236,51;1107,22;56,85;106,49;128,02;28,53;0;0;19,76;1290,31;0;0;2161,58;0;17,02;72,65;202,51;157,55;0;0;63,48;0;-261,36;0;61,88;0;74,9
C405413;;1;;0;10000;[0];0;0;0;0;0;0;3130,67;0;0;0;0;0;0;0;0;0;0;22,79;0;0;0;0;0;194,32;0;25,62;58;1704,1;0;0
C405420;;;;4;5000;[80000];20438,42;0;0;811,52;36,59;303,43;1177,68;55,28;383,82;0;0;430,64;748,13;217,57;0;0;0;6,32;6,64;16860,08;0;0;0;1030,06;0;475,5;0;104,27;21,29;18,61
C405434;;;;0;10000;[0];0;800,5;0;33,89;0;738,1;0;2,39;0;0;0;213,95;0;867,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78,91
C405437;;;;0;10000;[0];0;0;0;29,43;0;0;378,96;0;0;0;0;667,01;0;0;0;0;0;0;0;0;0;0;0;41,83;0;0;9,81;527,36;0;0
C405447;;1;;1;10000;[22400];0;0;0;0;1300,76;399,44;12,22;0;0;0;0;0;1993,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
